clean_text,label
bersama pak ganjar inshaallah akan maju dan selalu wujudkan pembangunan yang adil dan merata untuk bangsa ini,Positif
suatu kebanggaan bagi semuanya karena pak ganjar sosok pemimpin yang selalu bertanggung jawab dan selalu berkomitmen dalam menjalankan segala hal sukses selalu ya pak,Positif
lanjutkan hingga selesai pak di tangan bapak indonesia bisa lebih baik lagi,Positif
semangat selalu untuk masa depan yang lebih unggul dalam membangun program program yang terbaik semoga selalu terkabulkan dengan baik,Positif
jokowi memang sempat berharap ganjarlah penerusnya tapi itu dulu sebelum ganjar mengkhianati pildun lu jokowi setelah tahu ganjar lebih memilih jadi kacung megawati jokowi pun langsung sadar ganjar sama sekali tidak pantas jadi presiden ri ganjar no more,Positif
mantap pak kami yakin kalau pak ganjar bisa menuntaskan pembangunan ikn dengan baik semoga selalu dilancarkan dan sukses selalu ya pak,Positif
halahhh lu tahun di jateng saja tetap prov miskin dan umr terendah se indonesia masih juga haluu janji ini itu di pusat,Negatif
lanjutkan pak tetap semangat pak ganjar tetap di hati,Positif
memang duitnya ada,Positif
trimakasih semuanya atas semangat dan antusiasmenya dalam menyambut pak ganjar pranowo,Positif
lanjutkan pak semoga bisa membawa hal baik untuk seluruh rakyat indonesia,Positif
memang sosok seperti pak ganjar pranowo yang pantas dan layak menjadi presiden ri,Positif
dengan ada nya pembangunan bisa membawa hal baik untuk seluruh rakyat,Positif
ikn isinya menteri dan pns dimana letak pemerataannya yang ada pemborosan uang negara manfaatnya mendekati null cuma untuk memberi kenikmatan kemewahan kepada pejabat negara dan pns thok lu pikir rakyat tolol kami menganggap anda tidak cerdas dan kurang otak,Negatif
kami yakin pak ganjar akan menuntaskan ikn,Positif
semoga saja segera terwujud,Netral
keren pak teruskan semangat dan komitmen untuk mewujudkan pembangunan yang adil dan merata ikn memberikan harapan besar untuk kemajuan indonesia,Positif
benar kalau sudah dimulai ya harus dilanjutkan karena sudah makan biaya yang sangat banyak,Positif
yuk kita semua mendukung pak ganjar pranowo agar negeri kita lebih maju lagi,Positif
masyaallah pak ganjar sudah sampai di ikn saja nih sehat selalu pak ganjar,Positif
betul sekali pak sehat selalu untuk pak ganjar pak ganjar pemimpin yang punya komitmen tinggi,Positif
semoga semua senang dengan adanya ikn ini,Positif
yang baik ayo teruskan dan lanjutkan berikan yang terbaik untuk indonesia,Positif
orang mengomongkan apa ini lari kemana,Negatif
semoga segera terwujud pembangunan yang adil dan merata di seluruh indonesia,Positif
bapak sudah yakin menangkah dan bisa lanjutkan ikn ini saja ada bocoran bahwa sumber mata air lagi bocor halus tapi keliling karena sumber mata air nya ragu mengalirkannya,Negatif
kami yakin pak ganjar pasti bisa melanjutkan,Positif
semoga bisa selalu amanah dalam menjalankan tugas yang diberi nntik nya,Positif
tanpa study kelayakan yang maksimal paling juga bakalan mangkrak investor enggan ke ikn daripada rugi,Negatif
dengan komitmen pak ganjar pasti pembangunan ikn bisa berjalan dengan cepat dan tepat,Positif
tetap semangat pak ganjar lanjutkan pak ganjar,Positif
saya yakin kalau pak ganjar yang jadi presiden beliau pasti mampu untuk meneruskan pembangunan ikn dengan sangat baik,Positif
iya benar harus dilanjutkan tapi enggak usah buru tunggu ada duit dana yang ada mending buat gaji guru honorer tapi resikonya kalau pendidikan berhasil dan rakyat jadi pintar partai anda enggak laku bagaimana,Positif
iyes semua juga berharap begitu pak karena ini menyangkut masa depan bangsa,Negatif
dari sejak awal pdip tidak pernah ada masalah dengan ikn,Negatif
dengan adanya ini pembangunan diharapkan merata dan juga rakyat kecil bisa sejahtera,Negatif
ganjar masih mengais ais sisa endorsement,Positif
duitnya dari mana kep,Negatif
dituntaskan dan semoga ini yang terbaik deh dan enggak merugikan rakyat kecil,Negatif
mantap pak tetap melanjutkan pembangunan yang merata ke setiap penjuru nusantara,Positif
bukti anda tidak punya gagasan yang jls,Negatif
bukan dihentikan tapi dikaji ulang mana yang diprioritaskan lebih dahulu dibandingkan kebutuhan yang lebih urgen bagi rakyat indonesia seperti masalah kesehatan pendidikan dll,Negatif
lanjutkan pak karena ikn menunggu bapak untuk meneruskan pembangunan dan menjadi presiden di ikn,Negatif
harussss pakkk harus di teruskan dan harus adil dan merataaaa,Negatif
jokoei sudah keliling funia mengasongkan ikn tidak ada investor yang tertarik yakin ikn tidak sesuai harapan maka rezim ambil langkah seribu tetap menguasai jakarta dengan ruu dkj yang prosesnya secepat kilat pak owi terlalu optimis giran menang ya kita amin kan saja,Positif
indonesia bagian barat sudah timur sudah sekarang saatnya bagian tengah,Netral
tobat selama tahun merasakan di pimpin oleh partai banteng segalax serba susah sekarang saat perubahan,Negatif
apakah selama ini yang timpang hanya di kalimantan pak coba cek daerah lain juga bagaimana ketimpangannya terjadi,Negatif
insyaa allah akan dilanjutkan oleh ganjar mahfud amin semangat terus pak ganjar,Positif
uang nya darimana pak,Netral
gue sudah ngebayangin kalau pak ganjar yang akan meneruskan komitmen dan meneruskan pembangunan di ikn,Positif
sudah enggak sabar pengin lihat pak ganjar jadi orang nomor satu di ikn,Positif
gaspol pak lanjutkan ikn sehingga jadi sesuai dengan harapan banyak orang,Positif
saya indak yakin ndoro mau ngelanjutin,Positif
semoga tahun depan sudah bisa bertugas di ikn ya pak bertugas untuk menjadi pemimpin bangsa ini,Positif
keadilan harus diwujudkan apalagi dengan pembangunan yang merata,Negatif
dukung terus pak ganjar agar tahun depan bisa menang dan menjadi pemimpin di ikn,Positif
betul pak semoga pak ganjar bisa meneruskan mengawasi proyek ikn,Positif
setuju pak kami yakin kalau bapak bisa meneruskan pembangunan ikn dan sudah cocok memimpin di ikn,Positif
enggak sabar menanti ibu kota baru dengan pemimpin yang baru semoga dilancarkan sampai ikn bisa membuat bangsa bertumhuh,Positif
ikn terlihat keren banget semoga ikn berfungsi untuk rakyat juga,Positif
melanjutkan amanah luar biasa ikn adalah proyek besar yang nantinya akan memberdayakan masyarakat,Positif
semangat pak ikn itu berguna semoga proyeknya cepat selesai,Positif
setuju sih sama adanya ikn karena pembangunan juga harus merata,Netral
semoga pak ganjar bisa membangkitkan perekonomian bangsa indonesia amin,Positif
niatan baik pemimpin yang cinta dengan rakyat indonesia ya ini contoh nya,Positif
yang selalu saya kritik dari pemerintahan selama ini baik pusat dan daerah mereka seolah alergi melanjutkan program pemerintah terdahulu,Negatif
pak ganjar sangat berkomitmen baik untuk maju nya negara ini,Positif
all ini ganjar tuntaskan ikn,Positif
keren banget ikn semoga pembangunannya lancar dan masyarakat bisa merasakan manfaat adanya ikn,Positif
kalo enggak di teruskan jadi hambalang,Positif
sudah berapa orang yang investasi kok diam bae,Negatif
semoga ikn ini memberikan manfaat yang banyak sip lanjutkan pak ganjar,Positif
semoga di berikan kelancaran pak ganjar memang terbaik untuk bangsa indonesia,Positif
alhamdulillah pak ganjar melanjutkan pembangunan ikn untuk indonesia maju,Positif
keren banget pakdhe sehat terus ya,Positif
pak ganjar ingin melanjutkan pembangunan ikn dan pembangunan untuk masyarakat indonesia yang adil dan merata,Positif
menyerang pak jokowinya tetap berlanjut mengharap berkah suaranya juga dilakukan cerdas sekali dayung dua tidak pulau terlampaui semoga enggak tenggelam ya,Netral
semoga pembangunannya segera merata ya pak insyaallah lancar,Positif
yang diomongin penggunaan apbn nya,Negatif
ikn menanti kedatangan pak ganjar pemimpin yang merakyat,Netral
semoga pak ganjar bisa menjadi pemimpin yang amanah amin,Positif
meneruskan pembangunan yang adil dan merata di seluruh indonesia,Netral
ikn merupakan cita cita besar ir soekarno bismillah pak ganjar dapat menuntaskannya,Positif
sudah saatnya pak ganjar yang melanjutkan pembangunan ikn,Positif
lanjutkan pak karena hanya pak ganjar capres yang bisa,Negatif
semoga pembangunannya merata ya pak di ikn,Positif
agak miris ya melihat ketidakmerataan pembangunan di indonesia,Positif
benar banget sedih banget aku tuh kalo lihat ketimpangan di negeri sendiri,Negatif
mas dari jaman soekarno memang sudah ada rencana pindah ikn beban jakarta terlalu berat mas apalagi studi ilmiah prediksi jakarta akan tenggelam sekarang saja jakut sudah dibawah permukaan laut,Positif
semoga tidak ada lagi ketidak merataan pembangunan lagi,Negatif
benar nih pak pembangunan tuh harus merata,Negatif
keren banget pak ganjar kita mendukungmu pak,Positif
kita wujudkan pembangunan yang adil dan merata bagi kesejahteraan rakyat indonesia,Positif
wah enggak ada gagasan lain selain melanjutkan ta minggir dulu ke paslon lainnya,Netral
ayo pakk wujudin pembagunan yang merata buat negara ini,Positif
ikn harus dilanjutkan bersama ganjar mahfud insyaallah sukses,Positif
mari kita tuntaskan ikn bersama ganjar mahfud,Positif
memang pembangunan yang adil dan merata dengan membangun ikn coba jelaskan secara akademis,Positif
apa indikator keberhasilan nya jika pembangunan ikn maka pembangunan akan adil dan merata,Positif
duit nya dari mana bos investor enggak ada yang masuk itu proyek enggak laku mau pakai duit pajak jateng saja yang pernah di pimpin sampean masih banyak yang kurang mampu ini lagi apbn nya di pakai pembangunan yang belum terlalu di butuh kan,Negatif
mari bersama ganjar mahfud kita wujudkan indonesia maju dan berkembang,Positif
bersama pak ganjar kita tuntaskan ikn,Positif
amin tujuan baik akan menghasilkan yang baik juga semangat terus pakk demin indonesia semakin maju,Positif
terbaiklah pak ganjar mari lanjutkan proyek ikn ini demi indonesia,Positif
yakin dan percaya ditangan pak ganjar nanti proyek ikn akan segera selesai,Positif
mantap pak ganjar lanjurkan perjuangan sebelumnya tuntaskan pembangunan ikn,Positif
ikn cuma pusat pemerintahan bukan pusat bisnis dan perekonomian pusat bisnis dan perekonomian tetap di jakarta,Positif
lanjutkan perjuangan pemimpin sebelumnya pak kami semua disini mendukung penuh agar pak ganjar bisa terpilih,Netral
setuju banget pak ikn memang wujud untuk melakukan pemerataan pembangunan semoga terealisasi dengan baik,Positif
idiiih oon dananya kan sudah habis buat ikn kota lain dibangun pakai duit siapa ngutang kenapa anggaran yang buat bikin ikn enggak dibagi rata ke semua pulau jangan di kalimantan doang itu baru namanya mewujudkan pembangunan adil dan merata bagi seluruh rakyat indonesia,Negatif
semoga upaya ini membawa manfaat nyata bagi seluruh masyarakat indonesia apa langkah konkret yang telah diambil untuk mewujudkan pembangunan yang adil dan merata tersebut,Positif
mantap deh enggak salah pilih nih menag ganjar yang terbaik untuk dipilih selanjutnya melalui ikn maka akan mempermudah pemerataan pembangunan di indonesia,Positif
sangat bagus melihat tekad untuk mengurangi ketimpangan pembangunan melalui inisiatif kawasan nusantara ikn,Positif
pak ganjar memng sangat menginspirasikan hal yang sangat hebat sekali,Positif
pentingnya memastikan bahwa pembangunan infrastruktur tidak hanya terfokus pada daerah tertentu tetapi juga mencakup seluruh wilayah indonesia untuk mencapai pembangunan yang merata dan adil bagi seluruh rakyat,Negatif
masyaallah sosok pemimpin yang sangat diharapkan oleh para rakyat indonesia sukses terus pak,Positif
setuju pak jangan dibiarkan mangkrak harus diteruskan hal ini demi mendukung pemerataan pembangunan di indonesia,Negatif
itu terdengar sebagai tekad yang kuat untuk mewujudkan pembangunan yang inklusif dan adil di seluruh nusantara,Negatif
semoga upaya ini dapat terus berlanjut demi kemajuan bersama dan kesetaraan dalam pembangunan di nusantara,Positif
keren banget memang pak ganjar sudah tepat dan cocok untuk melanjutkan kepemimpinan pemimpin sebelumnya dukung pemerataan pembangunan,Positif
ikn ikatan keluarga nusantara adalah sebuah inisiatif untuk memajukan pembangunan yang adil dan merata di seluruh indonesia,Positif
dengan melanjutkan pembangunan ikn yakin mampu wujudkan pembangunan yang adil dan merata,Positif
bangun ikn cuma di kalimantan kok bisa nya bilang mewujudkan pembangunan adil dan merata bagi seluruh rakyat indonesia yang di sumatra sulawesi papua dll enggak merasai keadilan dong,Negatif
mantap pak dengan visi misi pak ganjar yakin pembangunan ikn dapat beliau lanjutkan,Positif
kepada pak ganjar kita serahkan ikn sampai tuntas,Positif
kita percaya pak ganjar mampu melanjutkan pembangunan ikn,Positif
semakin yakin ikn mampu pak ganjar lanjutkan untuk wujudkan pembangunan yang adil dan merata,Positif
melalui ikn jembatan untuk mewujudkan pembangunan yang adil dan merata bagi seluruh rakyat indonesia inshaallah pak ganjar akan menuntaskan ikn,Positif
kita sangat yakin bersama pak ganjar lanjutkan pembangunan ikn,Positif
semoga dibawah kepemimpinan ganjar mahfud nanti menjadi presiden dan wakil presiden indonesia akan lebih unggul dan merata pembangunannya bukan hanya di ikn tapi dari sabang hingga merauke,Positif
setuju pak lanjutkan pembangunan ikn dengan visi misi yang lebih unggul,Positif
bismillah dukung pak ganjar untuk menuntaskan ikn yang sudah dimulai mewujudkan pembangunan yang adil dan merata,Positif
yang baik tetaplah dilanjutkan yang kurang pak ganjar yakin bisa evakuasi,Negatif
semoga dengan adanya ikn bisa segera merata ya pembangunan kita,Positif
hahaha seolah melirik kinerja pak demi,Netral
semoga pembangunan bisa segera merata ya guys,Positif
ayo semangat pak ganjar untuk berkomitmen menuntaskan pembangunan ikn semoga pak ganjar dan pak mahfud bisa melaksanakannya,Positif
dengan adanya ikn pembangunan pasti bisa merata sih,Positif
harus dilanjutkan sih pak ini yuk semmangat pak,Negatif
benar banget mari wujudkan pembangunan yang merata yuk pak,Positif
kalau mau pemerataan tidak hanya di kota tapi di banyak kota,Negatif
melanjutkan ikn adalah komitmen yang harus dilaksanakan agar tidak ada lagi ketimpangan antara provinsi ataupun kota kota yang ada di indonesia semoga ganjar mahfud bisa melaksanakan komitmen ini untuk indonesia yang lebih unggul,Negatif
semoga dengan adanya ikn akan membawa indonesia menjadi lebih unggul dan makmur pembangunan bukan hanya terpusat pada ikn tetapi juga akan merata ke seluruh indonesia semangaaatt pakde ganjar pranowo,Positif
wadas ganjar mengorbankan diri yang saat itu menjadi kepala daerah tempat proyek nasional masih goreng wadas coba pelajari dulu kasusnya secara utuh jangan sepenggal nanti otak ikut meciut,Negatif
penting untuk melanjutkan proyek ikn dengan fokus tidak hanya pada pelaksanaan undang undang tetapi juga pada implementasi strategi yang mengurangi disparitas pembangunan di berbagai wilayah indonesia,Negatif
ikn harus dilanjutkan demi kemakmuran bangsa indonesia menuju indonesia emas,Negatif
aku makin bangga banget dengan pilihan ku ini mantap pak,Positif
dengan ikn jam bisnis akan lebih awal dari negara tetangga sebelah malaisya dan singapura dan semoga dengan lebih awal jam bisnis akan membuat negara kita lebih maju dalam perekonomian bisnis internasionl setidaknya dalam lingkup asia tenggara,Positif
setiap langkah kecil menuju perubahan adil sangat berarti mari bersatu demi menciptakan kesempatan yang sama untuk setiap individu di negeri ini,Positif
pak ganjar adalah sosok pejuang yang tangguh bersatu dengan rakyat agar pembangunan makin merata,Positif
semoga keadilan sosial bagi seluruh rakyat indonesia bisa benar benar dirasakan oleh semua warga indonesia,Positif
kemarin blunder serang jokowi yang buat survei anjlok sekarang mau caplok prestasi jokowi jadi makin malas saya lihat mu,Negatif
